{
1: EpochData(learningRate=1.0, error={
':meta:time': '2024-06-07-13-27-36 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.30415808500230407,
'dev_loss_ctc_4': 0.4894012939990594,
'dev_loss_ctc_8': 0.35336066992943665,
'dev_loss_fer': 0.04967737037880513,
'devtrain_loss_ce': 0.13444774305534746,
'devtrain_loss_ctc_4': 0.24314221451103754,
'devtrain_loss_ctc_8': 0.10901156141919642,
'devtrain_loss_fer': 0.013842010159899084,
'train_loss_ce': 0.46932171055887184,
'train_loss_ctc_4': 0.8616496211922724,
'train_loss_ctc_8': 0.5743474126844144,
'train_loss_fer': 0.08467923226413814,
}),
829: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006797779000000001,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 386,
':meta:global_train_step': 405925,
':meta:global_train_step_end': 406417,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-13-34-51 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.3128071046460148,
'dev_loss_ctc_4': 0.4898897939433109,
'dev_loss_ctc_8': 0.35168389986635185,
'dev_loss_fer': 0.04998102178698854,
'devtrain_loss_ce': 0.14210220097089243,
'devtrain_loss_ctc_4': 0.24331556662695125,
'devtrain_loss_ctc_8': 0.10938554520392564,
'devtrain_loss_fer': 0.014268180423442774,
'train_loss_ce': 0.4789369031579819,
'train_loss_ctc_4': 0.8811159561121062,
'train_loss_ctc_8': 0.5945072243832215,
'train_loss_fer': 0.08701758492553471,
}),
830: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006805897,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 390,
':meta:global_train_step': 406417,
':meta:global_train_step_end': 406910,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-13-42-07 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.3129543150673964,
'dev_loss_ctc_4': 0.48751005900889843,
'dev_loss_ctc_8': 0.35257508450123476,
'dev_loss_fer': 0.049085250132847494,
'devtrain_loss_ce': 0.14834355877170105,
'devtrain_loss_ctc_4': 0.2442046640791556,
'devtrain_loss_ctc_8': 0.11246681626309384,
'devtrain_loss_fer': 0.014566499607923358,
'train_loss_ce': 0.4723567452602715,
'train_loss_ctc_4': 0.8695480418600433,
'train_loss_ctc_8': 0.5824854105961648,
'train_loss_fer': 0.08542324483127865,
}),
831: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006814031500000001,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 384,
':meta:global_train_step': 406910,
':meta:global_train_step_end': 407403,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-13-49-28 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.30978638937051045,
'dev_loss_ctc_4': 0.481791503183447,
'dev_loss_ctc_8': 0.35012200729890214,
'dev_loss_fer': 0.04858422530934487,
'devtrain_loss_ce': 0.14258481811531762,
'devtrain_loss_ctc_4': 0.24730585051511167,
'devtrain_loss_ctc_8': 0.11227859396796487,
'devtrain_loss_fer': 0.014046571886400055,
'train_loss_ce': 0.4690370077725692,
'train_loss_ctc_4': 0.8595305707521854,
'train_loss_ctc_8': 0.5768543837736083,
'train_loss_fer': 0.08509879253567508,
}),
832: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006822166,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 383,
':meta:global_train_step': 407403,
':meta:global_train_step_end': 407894,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-13-56-43 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.3088575015223344,
'dev_loss_ctc_4': 0.48576472134793947,
'dev_loss_ctc_8': 0.3522804889810716,
'dev_loss_fer': 0.0493889015410309,
'devtrain_loss_ce': 0.14370604349220695,
'devtrain_loss_ctc_4': 0.24810024486603005,
'devtrain_loss_ctc_8': 0.11541454573608494,
'devtrain_loss_fer': 0.014992669871467048,
'train_loss_ce': 0.47264445433873015,
'train_loss_ctc_4': 0.8661069458333098,
'train_loss_ctc_8': 0.5803561410847208,
'train_loss_fer': 0.08555149873387904,
}),
833: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.00068302675,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 388,
':meta:global_train_step': 407894,
':meta:global_train_step_end': 408385,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-14-04-00 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.31665536545588635,
'dev_loss_ctc_4': 0.48568122508738876,
'dev_loss_ctc_8': 0.35136706054613365,
'dev_loss_fer': 0.049373718970621726,
'devtrain_loss_ce': 0.14907376538849215,
'devtrain_loss_ctc_4': 0.2497590505797597,
'devtrain_loss_ctc_8': 0.11523023551828289,
'devtrain_loss_fer': 0.014464218744672871,
'train_loss_ce': 0.47629608027452935,
'train_loss_ctc_4': 0.870995371472507,
'train_loss_ctc_8': 0.5865750289541244,
'train_loss_fer': 0.08631864192981202,
}),
834: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006838369,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 384,
':meta:global_train_step': 408385,
':meta:global_train_step_end': 408877,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-14-11-19 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.30398077168787185,
'dev_loss_ctc_4': 0.48583435415361914,
'dev_loss_ctc_8': 0.3478023942869055,
'dev_loss_fer': 0.049312988688985045,
'devtrain_loss_ce': 0.14084911336681283,
'devtrain_loss_ctc_4': 0.2514096659637937,
'devtrain_loss_ctc_8': 0.11645919227814691,
'devtrain_loss_fer': 0.015316559271760254,
'train_loss_ce': 0.4836349938136936,
'train_loss_ctc_4': 0.8787458840003873,
'train_loss_ctc_8': 0.5913628285090836,
'train_loss_fer': 0.08773278394091219,
}),
835: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006846487000000001,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 386,
':meta:global_train_step': 408877,
':meta:global_train_step_end': 409369,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-14-18-35 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.31004756127368127,
'dev_loss_ctc_4': 0.48910571342809395,
'dev_loss_ctc_8': 0.3434421475308455,
'dev_loss_fer': 0.04875123358384575,
'devtrain_loss_ce': 0.1485105912955506,
'devtrain_loss_ctc_4': 0.25380134263880266,
'devtrain_loss_ctc_8': 0.11796988223585918,
'devtrain_loss_fer': 0.015359176298114622,
'train_loss_ce': 0.47805440524372617,
'train_loss_ctc_4': 0.8763159052800829,
'train_loss_ctc_8': 0.5885256407336245,
'train_loss_fer': 0.08654418191299494,
}),
836: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006854605,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 385,
':meta:global_train_step': 409369,
':meta:global_train_step_end': 409862,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-14-25-58 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.3071409145104155,
'dev_loss_ctc_4': 0.4759215701624535,
'dev_loss_ctc_8': 0.3415339743929048,
'dev_loss_fer': 0.04850831245729902,
'devtrain_loss_ce': 0.15029263107041252,
'devtrain_loss_ctc_4': 0.24851673226754642,
'devtrain_loss_ctc_8': 0.11697417358026996,
'devtrain_loss_fer': 0.015572261429886469,
'train_loss_ce': 0.4781774210153872,
'train_loss_ctc_4': 0.8709651851878965,
'train_loss_ctc_8': 0.5882924758389128,
'train_loss_fer': 0.0868250729342304,
}),
837: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006862739499999999,
':meta:epoch_num_train_steps': 490,
':meta:epoch_train_time_secs': 385,
':meta:global_train_step': 409862,
':meta:global_train_step_end': 410352,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-14-33-15 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2988800271229059,
'dev_loss_ctc_4': 0.48017465951529054,
'dev_loss_ctc_8': 0.3480266010698819,
'dev_loss_fer': 0.04803765277461474,
'devtrain_loss_ce': 0.14467623229649604,
'devtrain_loss_ctc_4': 0.25411068414073784,
'devtrain_loss_ctc_8': 0.12063098824364381,
'devtrain_loss_fer': 0.01564044867205346,
'train_loss_ce': 0.4768640302052567,
'train_loss_ctc_4': 0.867817828410737,
'train_loss_ctc_8': 0.5842720892283351,
'train_loss_fer': 0.0867312812788049,
}),
838: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006870824499999999,
':meta:epoch_num_train_steps': 494,
':meta:epoch_train_time_secs': 389,
':meta:global_train_step': 410352,
':meta:global_train_step_end': 410846,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-14-40-31 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2957537480858693,
'dev_loss_ctc_4': 0.47854025868342204,
'dev_loss_ctc_8': 0.3443506027565706,
'dev_loss_fer': 0.04747589766947544,
'devtrain_loss_ce': 0.1409145243505781,
'devtrain_loss_ctc_4': 0.25149537420375245,
'devtrain_loss_ctc_8': 0.11723734093616298,
'devtrain_loss_fer': 0.01581944018274181,
'train_loss_ce': 0.47875686527026184,
'train_loss_ctc_4': 0.8723419850994087,
'train_loss_ctc_8': 0.5897868916546671,
'train_loss_fer': 0.08686792535291289,
}),
839: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006878975500000001,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 387,
':meta:global_train_step': 410846,
':meta:global_train_step_end': 411338,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-14-47-51 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.28635945920655353,
'dev_loss_ctc_4': 0.48163798445224726,
'dev_loss_ctc_8': 0.342243314757666,
'dev_loss_fer': 0.04829575647157064,
'devtrain_loss_ce': 0.13534787557057706,
'devtrain_loss_ctc_4': 0.2529083147387423,
'devtrain_loss_ctc_8': 0.12144243733857137,
'devtrain_loss_fer': 0.015964338072346665,
'train_loss_ce': 0.4818299805709609,
'train_loss_ctc_4': 0.8747785960283078,
'train_loss_ctc_8': 0.5900042979755807,
'train_loss_fer': 0.08715082978949802,
}),
840: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006887093499999999,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 385,
':meta:global_train_step': 411338,
':meta:global_train_step_end': 411829,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-14-55-14 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.30949662388895904,
'dev_loss_ctc_4': 0.48168810064932177,
'dev_loss_ctc_8': 0.3412882422112228,
'dev_loss_fer': 0.04878159872466409,
'devtrain_loss_ce': 0.15450303785629665,
'devtrain_loss_ctc_4': 0.25740559908839017,
'devtrain_loss_ctc_8': 0.12386140546668324,
'devtrain_loss_fer': 0.01635641471480686,
'train_loss_ce': 0.4864468497804231,
'train_loss_ctc_4': 0.8832316408514836,
'train_loss_ctc_8': 0.5955278752917856,
'train_loss_fer': 0.08825052425144972,
}),
841: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006895194999999999,
':meta:epoch_num_train_steps': 490,
':meta:epoch_train_time_secs': 383,
':meta:global_train_step': 411829,
':meta:global_train_step_end': 412319,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-15-02-28 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.305586863892556,
'dev_loss_ctc_4': 0.48305061958305456,
'dev_loss_ctc_8': 0.3472807860253187,
'dev_loss_fer': 0.04916116298489334,
'devtrain_loss_ce': 0.14961899358793543,
'devtrain_loss_ctc_4': 0.2540962077736436,
'devtrain_loss_ctc_8': 0.12218939989377456,
'devtrain_loss_fer': 0.015589308240428215,
'train_loss_ce': 0.4522983596796026,
'train_loss_ctc_4': 0.843886737370697,
'train_loss_ctc_8': 0.5603995676189636,
'train_loss_fer': 0.08086096032172767,
}),
842: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.000690328,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 383,
':meta:global_train_step': 412319,
':meta:global_train_step_end': 412811,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-15-09-43 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.31062821953151687,
'dev_loss_ctc_4': 0.48981952590496425,
'dev_loss_ctc_8': 0.3528540190573136,
'dev_loss_fer': 0.04870568587261823,
'devtrain_loss_ce': 0.15470238287276314,
'devtrain_loss_ctc_4': 0.254622268585718,
'devtrain_loss_ctc_8': 0.12163530090723242,
'devtrain_loss_fer': 0.01602400190924278,
'train_loss_ce': 0.4542843483883609,
'train_loss_ctc_4': 0.8437525744845801,
'train_loss_ctc_8': 0.5597158134689829,
'train_loss_fer': 0.08136792236710681,
}),
843: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006911398000000001,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 381,
':meta:global_train_step': 412811,
':meta:global_train_step_end': 413302,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-15-16-55 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.29333668083805414,
'dev_loss_ctc_4': 0.4852839776362517,
'dev_loss_ctc_8': 0.35101079185704187,
'dev_loss_fer': 0.04905488499202915,
'devtrain_loss_ce': 0.13584911412374368,
'devtrain_loss_ctc_4': 0.253635095268115,
'devtrain_loss_ctc_8': 0.12407778116664293,
'devtrain_loss_fer': 0.015810916777470936,
'train_loss_ce': 0.45966003099299696,
'train_loss_ctc_4': 0.8515012659698235,
'train_loss_ctc_8': 0.568100545236299,
'train_loss_fer': 0.08263180318957475,
}),
844: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006919499500000001,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 385,
':meta:global_train_step': 413302,
':meta:global_train_step_end': 413795,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-15-24-06 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.3001077648357732,
'dev_loss_ctc_4': 0.4859126480856617,
'dev_loss_ctc_8': 0.35493399459988295,
'dev_loss_fer': 0.0492370758369392,
'devtrain_loss_ce': 0.14270188006884582,
'devtrain_loss_ctc_4': 0.25227117445786645,
'devtrain_loss_ctc_8': 0.1234160579314506,
'devtrain_loss_fer': 0.016271180662098123,
'train_loss_ce': 0.45994825030853415,
'train_loss_ctc_4': 0.847313758582245,
'train_loss_ctc_8': 0.566339391251457,
'train_loss_fer': 0.08250595856058723,
}),
845: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006927634,
':meta:epoch_num_train_steps': 490,
':meta:epoch_train_time_secs': 383,
':meta:global_train_step': 413795,
':meta:global_train_step_end': 414285,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-15-31-23 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.30869342083179135,
'dev_loss_ctc_4': 0.48166110441931415,
'dev_loss_ctc_8': 0.34522402219020143,
'dev_loss_fer': 0.049753283230850986,
'devtrain_loss_ce': 0.14625633138041644,
'devtrain_loss_ctc_4': 0.25114397439966096,
'devtrain_loss_ctc_8': 0.12012946941798026,
'devtrain_loss_fer': 0.015896150830179673,
'train_loss_ce': 0.4614756288190288,
'train_loss_ctc_4': 0.8497037921113669,
'train_loss_ctc_8': 0.5677341169297606,
'train_loss_fer': 0.0831639127791766,
}),
846: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006935718999999999,
':meta:epoch_num_train_steps': 492,
':meta:epoch_train_time_secs': 386,
':meta:global_train_step': 414285,
':meta:global_train_step_end': 414777,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-15-38-36 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2972318094013619,
'dev_loss_ctc_4': 0.484529345784672,
'dev_loss_ctc_8': 0.3485559254855309,
'dev_loss_fer': 0.048736051013436574,
'devtrain_loss_ce': 0.13790990538075418,
'devtrain_loss_ctc_4': 0.2498964252012173,
'devtrain_loss_ctc_8': 0.11951154097139943,
'devtrain_loss_fer': 0.01564897207732433,
'train_loss_ce': 0.46496420271121697,
'train_loss_ctc_4': 0.8566401050174873,
'train_loss_ctc_8': 0.5714732654025171,
'train_loss_fer': 0.08363062543399748,
}),
847: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006943837,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 385,
':meta:global_train_step': 414777,
':meta:global_train_step_end': 415268,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-15-45-57 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.30509094085380606,
'dev_loss_ctc_4': 0.48411656548165516,
'dev_loss_ctc_8': 0.3496221449836135,
'dev_loss_fer': 0.049282623548166704,
'devtrain_loss_ce': 0.1450757169767405,
'devtrain_loss_ctc_4': 0.24844129214540903,
'devtrain_loss_ctc_8': 0.11968971250620611,
'devtrain_loss_fer': 0.015546691214073847,
'train_loss_ce': 0.4599877693192593,
'train_loss_ctc_4': 0.8534277995138403,
'train_loss_ctc_8': 0.5671747109613188,
'train_loss_fer': 0.08266047062676034,
}),
848: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.0006951938500000001,
':meta:epoch_num_train_steps': 491,
':meta:epoch_train_time_secs': 386,
':meta:global_train_step': 415268,
':meta:global_train_step_end': 415759,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-15-53-11 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.2866457517585242,
'dev_loss_ctc_4': 0.479517950331496,
'dev_loss_ctc_8': 0.3447939759296952,
'dev_loss_fer': 0.04809838305625142,
'devtrain_loss_ce': 0.1283574601939078,
'devtrain_loss_ctc_4': 0.24818570612804372,
'devtrain_loss_ctc_8': 0.11653951001961457,
'devtrain_loss_fer': 0.015188708192697147,
'train_loss_ce': 0.4699592994212299,
'train_loss_ctc_4': 0.8656631039323863,
'train_loss_ctc_8': 0.5803551386395913,
'train_loss_fer': 0.08486747689343067,
}),
849: EpochData(learningRate=1.0, error={
':meta:cpu': 'Intel(R) Xeon(R) Silver 4309Y CPU @ 2.80GHz',
':meta:device': 'NVIDIA A10',
':meta:distributed': None,
':meta:effective_learning_rate': 0.000696004,
':meta:epoch_num_train_steps': 493,
':meta:epoch_train_time_secs': 387,
':meta:global_train_step': 415759,
':meta:global_train_step_end': 416252,
':meta:hostname': 'cn-504',
':meta:returnn': '1.20240606.094409+git.b567b929',
':meta:time': '2024-06-07-16-00-28 (UTC+0200)',
':meta:torch': '2.3.0+cu118 (97ff6cfd9c86c5c09d7ce775ab64ec5c99230f5d) (<site-package> in /work/asr3/zeineldeen/hiwis/luca.gaudino/venv/env2/lib/python3.10/site-packages/torch)',
'dev_loss_ce': 0.28552857001314835,
'dev_loss_ctc_4': 0.4816494135435645,
'dev_loss_ctc_8': 0.34724444594441517,
'dev_loss_fer': 0.049312988688985045,
'devtrain_loss_ce': 0.12747274669777145,
'devtrain_loss_ctc_4': 0.24915363441434252,
'devtrain_loss_ctc_8': 0.11770898892386815,
'devtrain_loss_fer': 0.01535065289284375,
'train_loss_ce': 0.46539480962172664,
'train_loss_ctc_4': 0.8513224460388897,
'train_loss_ctc_8': 0.5697808739779053,
'train_loss_fer': 0.08353060781225188,
}),
850: EpochData(learningRate=1.0, error={
